"report.id","platform.id"
"473678376979859584","4"
"473656318912825472","4"
"473646742851225728","4"
"473659689572960384","4"
"473653147251443840","4"
"473667096025958528","4"
"473663065585027200","4"
"471862183803786816","4"
"471856793915318848","4"
"471842740148986432","4"
"471541014750424576","4"
"471536612199230976","4"
"471704701532251456","4"
"471696063627404608","4"
"471701950257571136","4"
"471707464563565888","4"
"469946400524500544","4"
"469953367875812928","4"
"470630958241676736","4"
"470627793198906816","4"
"470622511669817536","4"
"469949714045632064","4"
"469930670986833984","4"
"469933391160750144","4"
"469914691087052864","4"
"469917904829886528","4"
"469911493530038336","4"
"469927959394463808","4"
"469924951130583104","4"
"469922392944881728","4"
"469936293589758016","4"
"467804477122853120","4"
"467800678618544384","4"
"467814622045321472","4"
"467818640947722496","4"
"467823879805552448","4"
"467829078364342080","4"
"467836917162002240","4"
"456563529138374784","4"
"467441143914390336","4"
"461337182322981952","4"
"459177474924108864","4"
"459140955965118720","4"
"456203530133908928","4"
"467432491656635200","4"
"461352760681069632","4"
"461330682452016192","4"
"467450517596627776","4"
"456172960821620160","4"
"445095653180336128","4"
"460119166638826816","4"
"460597337713226688","4"
"462448490633004224","4"
"463139030091038016","4"
"456181352155917760","4"
"462047259690188224","4"
"460508797776703360","4"
"460574478148252608","4"
"445554884683397184","4"
"456883408147698368","4"
"462407729025297728","4"
"461360499520076864","4"
"473227679770892352","2"
"473230958391220288","2"
"473237260611131776","2"
"473217845600213056","2"
"473221989471901760","2"
"473224569191159872","2"
"472946455494135488","2"
"472915133325212800","2"
"472912159823723648","2"
"472908891336834176","2"
"472893523646053504","2"
"472924545007385088","2"
"472901856994098304","2"
"472840962614606848","2"
"472876739776068608","2"
"472866044569304064","2"
"472860031136939008","2"
"472871792007298048","2"
"472856646400719872","2"
"472848484188666880","2"
"472852755571391488","2"
"469964837939903488","2"
"469992290050790336","2"
"470002013181465536","2"
"472528106713944704","2"
"470655209183114432","2"
"471021562712260928","2"
"471412788378660736","2"
"471418441801330560","2"
"471432116273990080","2"
"471425175103523264","2"
"471420620311677376","2"
"471036274385077824","2"
"471043072567526976","2"
"471057158366293696","2"
"471064889553250816","2"
"471017666392588608","2"
"471039109118019136","2"
"471030726231049792","2"
"471027456334874176","2"
"470315945237230592","2"
"470628214609016000","2"
"470639708356736192","2"
"470357923671909120","2"
"470349230033150720","2"
"470361632103539456","2"
"470292067995694080","2"
"470303108712444928","2"
"470298067918205952","2"
"470308586637046784","2"
"462734086278750720","2"
"462759437742645760","2"
"466745947558485504","2"
"466361653430296064","2"
"466736110288215552","2"
"457970796899240128","2"
"461661491648358272","2"
"455173942361538176","2"
"436306085396107584","2"
"464556971023739072","2"
"467065801209035904","2"
"447164648542644288","2"
"472930254470505920","2"
"472865018569417728","2"
"472801144712717760","2"
"472790425019606464","2"
"472793463541196224","2"
"472798270851114432","2"
"472845651252602304","2"
"472753003485455808","2"
"472749739499054528","2"
"472183709184123776","2"
"472174950315549568","2"
"472169183810249600","2"
"472721846236367040","2"
"472596556590717248","2"
"472560277138901952","2"
"472745998695785920","2"
"472592457688414784","2"
"472602895970834752","2"
"472739660443936192","2"
"472742699246544320","2"
"472524810592295232","2"
"472512263000529216","2"
"472519227252250944","2"
"472506805475486144","2"
"470238417394306112","2"
"470420982056029696","2"
"471695615674785152","2"
"471639158900104576","2"
"471737155327597952","2"
"471315738664786240","2"
"471107914292602688","2"
"470628419896916352","2"
"470714704121273984","2"
"470744944241709632","2"
"470748312934715968","2"
"470752741381542464","2"
"470730513585270784","2"
"470736830446170112","2"
"470741309554332224","2"
"470703522949865088","2"
"470392255636208512","2"
"470254310237305728","2"
"470326154119024128","2"
"470397146966424448","2"
"470426603558321472","2"
"470266417041275776","2"
"470258428074949504","2"
"470262885793823616","2"
"470269977980205952","2"
"470275495733918592","2"
"468012274084563648","2"
"468116654199436544","2"
"466613959700542528","2"
"465517292315711296","2"
"465591122778363712","2"
"466212110594802560","2"
"466397741090407296","2"
"456067873762137408","2"
"466373000564638592","2"
"465499365034137408","2"
"465511380775573312","2"
"467459948155670848","2"
"469574583231962624","2"
"467356184660840768","2"
"472492439119160512","4"
"470537154876928256","4"
"470600650598629952","4"
"470591158699934272","4"
"470634849468346624","4"
"470604528341729856","4"
"470533681510854592","4"
"450342882890906880","4"
"450720815074707392","4"
"463409954037429312","4"
"463398163590449472","4"
"462974645804423872","4"
"462215527583752960","4"
"455387059682750720","4"
"453939576498101824","4"
"450041306748503808","4"
"450687761169345664","4"
"444816275190739136","4"
"439163985688039360","4"
"449271382225694592","4"
"452197680690968256","4"
"462682391472740288","4"
"451434447302716928","4"
"444863739089952640","4"
"469872360523419904","4"
"469876665401856256","4"
"469880806039736576","4"
"469903755812577600","4"
"469904562221979968","4"
"469914083673741632","4"
"469920087912256512","4"
"470200759651737216","4"
"470228474306895168","4"
"470235320579420608","4"
"470244743515369920","4"
"470247657558405568","4"
"470256712465150400","4"
"470288518140913536","4"
"470362973528757248","4"
"470370657514656768","4"
"470374490500338688","4"
"470403171528624448","4"
"471401467763300864","4"
"471385145591536128","4"
"471374458654482496","4"
"471369080231354432","4"
"471061529269217216","4"
"471065236576774080","4"
"471057300110550976","4"
"470174052605566592","4"
"470238144369422784","4"
"470332333055845760","4"
"470338031093327232","4"
"470343943052895616","4"
"470529675509596928","4"
"470541505200096000","4"
"470517184511812800","4"
"470839794405685056","4"
"470876414534120064","4"
"470849493158484480","4"
"470882411923272320","4"
"470893526665294464","4"
"470854504257051136","4"
"470863207605623296","4"
"470888099969921664","4"
"470867914428406272","4"
"470897576387441280","4"
"470832811434784576","4"
"470410175138986432","4"
"470877151936899520","4"
"470809928078303552","4"
"470831289298570240","4"
"470812423298206720","4"
"470826884075604992","4"
"464151945435270528","4"
"450363465869680448","4"
"464137037813501312","4"
"469925150323497600","4"
"463115711900981824","4"
"465704828386966208","4"
"462053399161816448","4"
"465346800359527872","4"
"461839869375216128","4"
"462226632730070912","4"
"462250690800635776","4"
"461757976971984256","4"
"469230175118275712","4"
"447481500028355200","4"
"451858177547302016","4"
"462068399997797760","4"
"466367763138872000","4"
"465690980380605120","4"
"458898097154765504","4"
"466422534078563264","4"
"449395012680458688","4"
"463819537418534336","4"
"456944427236082752","4"
"469702111889544000","4"
"456242887783301376","4"
"451970242689428736","4"
"451473611353116608","4"
"456059825279035520","4"
"464252755403038144","4"
"462072332804290368","4"
"461897559854206144","4"
"460501829905640576","4"
"450014388807879808","4"
"463080749511871808","4"
"452314536689056320","4"
"469270238233630528","4"
"470127934276326976","4"
"449248694992088960","4"
"457327983666488320","4"
"470034832577624832","4"
"450861241990208768","4"
"446421285484848704","4"
"455111448781826816","4"
"466090904354423488","4"
"456087166491388032","4"
"459632711323554304","4"
"464947383516382016","4"
"452390857166857536","4"
"461513138224584320","4"
"470620200767718400","4"
"471496612684361728","4"
"471493244838604800","4"
"470748133473503552","4"
"470724220651548096","4"
"470639931109278720","4"
"470742361968593216","4"
"470228399236526656","4"
"468196940893679296","4"
"469316061160062720","4"
"469319799216062208","4"
"469323252352990976","4"
"467867070462839872","4"
"467887760308747968","4"
"468597423304907840","4"
"468604736812112448","4"
"468167714726713344","4"
"468189713461964480","4"
"468193333511220928","4"
"468102911589062656","4"
"468115965273937920","4"
"467752308205185152","4"
"467776448341502080","4"
"466422877058833024","4"
"466037616811427648","4"
"466025138463426368","4"
"465697911224202944","4"
"465703926342678208","4"
"465652410093595968","4"
"465676848646523968","4"
"465681736600325184","4"
"465645572527891776","4"
"465640617301648704","4"
"465280233217638848","4"
"465295392053051840","4"
"465264822883369408","4"
"464990275661625792","4"
"464974862936603072","4"
"464959450073168320","4"
"464621814384982912","4"
"464618024676129664","4"
"464597438263566720","4"
"464257880041671552","4"
"463901847258477632","4"
"463895436436780096","4"
"463175875852594304","4"
"463182328658209344","4"
"463168904317677504","4"
"463165807109386176","4"
"463067589411518464","4"
"463090106068611392","4"
"473654247338985472","4"
"472625193133864192","4"
"470620976558128768","4"
"470627558989774464","4"
"470679138266783744","4"
"470781227186209536","4"
"470592002515876096","4"
"470796881830732800","4"
"470780230108332224","4"
"470767036438254528","4"
"470790113269086272","4"
"470772590363644864","4"
"470760886573952512","4"
"470602117410887744","4"
"467532164131441600","4"
"467739590590305792","4"
"468230118679884800","4"
"468226881436365824","4"
"469324044126192320","4"
"469323961546826432","4"
"467734394841699840","4"
"467750033512994560","4"
"467760001108678400","4"
"467766132476483328","4"
"467869700920279040","4"
"468221693063003840","4"
"468093397725627072","4"
"468153006242939584","4"
"468156089240928960","4"
"468160110391476928","4"
"468231865134795968","4"
"468249663333931712","4"
"468243607681702592","4"
"468234210161173312","4"
"468258861354737920","4"
"468149852600287936","4"
"468105590940648128","4"
"467871936802199360","4"
"467876589581375296","4"
"467756349811857152","4"
"467887054416871424","4"
"467883893736177664","4"
"467817558560967232","4"
"467513459544077184","4"
"467519847391170432","4"
"467529174344667008","4"
"465162014279785152","4"
"466059999264312640","4"
"466055670461566272","4"
"466065623133916480","4"
"455563642236836480","4"
"439811465409405760","4"
"457733525325415744","4"
"461343741815494208","4"
"462064242183911424","4"
"461975326747411648","4"
"455809714465278080","4"
"462428094812367680","4"
"464618093676594880","4"
"473678173234137024","2"
"473685517645816512","2"
"473667168127027136","2"
"473682241113425856","2"
"473664241350084544","2"
"473674526446192576","2"
"473670460823439296","2"
"473646473267499136","2"
"473637156090925184","2"
"473642018715324544","2"
"472133557413365248","2"
"472175231548993984","2"
"472180389016187328","2"
"472185619384578496","2"
"472189811952136640","2"
"472192641056321984","2"
"472128204042814976","2"
"470629290681036800","2"
"470660629461107392","2"
"470679047163494912","2"
"471828895146333120","2"
"471833047465350080","2"
"471843759568053376","2"
"471839971192988800","2"
"471836767730394240","2"
"470624601306558464","2"
"470707237735294208","2"
"470645744721719296","2"
"470634832640077824","2"
"470700941560702208","2"
"470639608849231872","2"
"470619563188285440","2"
"470670992334012928","2"
"470665623197073920","2"
"470674930873549312","2"
"464549369014108992","2"
"468490435420122688","2"
"468494229654611584","2"
"469847873479152832","2"
"469853352670434496","2"
"469845071394673856","2"
"469842150036772032","2"
"469850622082061504","2"
"469673508156345024","2"
"469675855653767872","2"
"469670896417770176","2"
"469631240023481536","2"
"469628367856377024","2"
"469635865858363200","2"
"469662479544355520","2"
"461287633207481664","2"
"463464679968938112","2"
"469174129485000512","2"
"448218312295038720","2"
"441452863578766464","2"
"444583544951270208","2"
"463510043832586688","2"
"438838186279121024","2"
"461299483823363392","2"
"449020205422292992","2"
"453805106941881472","2"
"450744463458442496","2"
"450039925436342016","2"
"450523965811988352","2"
"462111491023345088","2"
"458817114097512320","2"
"464371451478085120","2"
"450880878352184640","2"
"463159544737513664","2"
"451237569505957376","2"
"451135727578630976","2"
"453673401621475136","2"
"448246809101057792","2"
"459488102809954624","2"
"454449898059533440","2"
"449963366714041728","2"
"469161989256621888","2"
"444773742296282176","2"
"442812612218389952","2"
"464323769905643264","2"
"458862473020103296","2"
"463453338357012608","2"
"447607610175860736","2"
"449428270232473728","2"
"467210163655345216","2"
"464254286004004032","2"
"462119270022813120","2"
"456252796904573760","2"
"442155993660479232","2"
"465784764155891712","2"
"462130223555435072","2"
"447641339836511424","2"
"455878644742055232","2"
"459171165028064576","2"
"465333864557270784","2"
"454054484972579584","2"
"445081453784937152","2"
"444777900806091840","2"
"448330042345861632","2"
"470325034223432576","2"
"470320475697042432","2"
"470317006235882496","2"
"469986229295270784","2"
"469586184608040704","2"
"467711690974409344","2"
"469581840010124224","2"
"469577652719000512","2"
"467698279536374400","2"
"467701544365830784","2"
"467715792173299968","2"
"467721684570634496","2"
"467725905286166784","2"
"467731073729853696","2"
"467837943868925888","2"
"467824498654160832","2"
"467827090755004352","2"
"467831065466218432","2"
"467814866862843840","2"
"467812012706080704","2"
"467817934094444480","2"
"467805286296561600","2"
"467821462665930688","2"
"467808811772651456","2"
"467456531968203968","2"
"467458734152827584","2"
"467462791894483648","2"
"459417652347112256","2"
"460451565392669760","2"
"463044995950176448","2"
"463048046857545920","2"
"440155882410190080","2"
"463033655079922432","2"
"441693174596047040","2"
"463041432830208192","2"
"463053975283951808","2"
"463065128869423296","2"
"463038826056968960","2"
"463071073222046400","2"
"463074876583359168","2"
"463010494537284928","2"
"463007147239423296","2"
"463060701336955072","2"
"463029123264473856","2"
"463015258360659264","2"
"463001171102809408","2"
"462997790657363264","2"
"442065967834852352","2"
"442074759528049664","2"
"462609251228361024","2"
"445138885131286208","2"
"459453582404225536","2"
"444883759619966400","2"
"444900942823622080","2"
"444876712333608384","2"
"444942000173417920","2"
"444936092013888960","2"
"459429256500865856","2"
"452220034228389248","2"
"444867455185913280","2"
"473284784442103360","2"
"473287716847801920","2"
"473291314658858560","2"
"473241465676873920","2"
"471747831536107968","2"
"472152707955783488","2"
"472203197038629952","2"
"472197566135178304","2"
"472109861131351872","2"
"472117771420923712","2"
"472121709117404992","2"
"472103373553891136","2"
"472113822890555200","2"
"472127423902742336","2"
"471788947282312256","2"
"471785384091040832","2"
"471743588020339136","2"
"471418163925049408","2"
"471457791371888320","2"
"471466847481279168","2"
"471405595685772672","2"
"466024544596233472","2"
"466028887386599296","2"
"465939326818216576","2"
"465934300095867520","2"
"465944653169060480","2"
"465612649778892928","2"
"465602645596295296","2"
"464244540372021312","2"
"464118569328728320","2"
"464127558020584960","2"
"463767464804500416","2"
"463764425234334656","2"
"463514128913948800","2"
"463517369676488832","2"
"463096511194709504","2"
"463751856928406400","2"
"463746306526231424","2"
"463740345476529024","2"
"463499822243668096","2"
"463521199143149696","2"
"463509608427315328","2"
"463505506775490688","2"
"463469921443961600","2"
"463100168048983552","2"
"462777251526179264","2"
"462772901961628096","2"
"462781426439228224","2"
"462700710828463296","2"
"462696691858953408","2"
"447805444118824128","2"
"455471210383304512","2"
"473158636112290496","2"
"473151010905367232","2"
"473133391906031104","2"
"473089807507522176","2"
"473074933120839552","2"
"472797683064946688","2"
"472790090842030080","2"
"472802353862852608","2"
"472698532105471232","2"
"472721732096888000","2"
"472731660144479424","2"
"472864153641696192","2"
"472741854601678016","2"
"472860660954134784","2"
"472747379674451136","2"
"472838804985444608","2"
"472843138573891840","2"
"472854085698943232","2"
"471721588685040640","2"
"472437813598290112","2"
"472430445179240640","2"
"472459958843435712","2"
"472434318627373248","2"
"472701891403236608","2"
"472708990935000256","2"
"472505276377335680","2"
"472510017538885504","2"
"472498928835102592","2"
"471660513187215552","2"
"471690972509097792","2"
"471684344409870144","2"
"471745132429601536","2"
"471737910064605952","2"
"470987279696280960","2"
"470953869519052032","2"
"470959747139853568","2"
"471308501946799232","2"
"471297444201174144","2"
"471283672757638272","2"
"470976496564321664","2"
"470982775286414720","2"
"470615793482657792","2"
"470992245827714432","2"
"470571188874442752","2"
"470972945230347648","2"
"470996819766463552","2"
"471007706518703168","2"
"471004041854635072","2"
"470633553934592960","2"
"470602483802198016","2"
"462916556792319936","2"
"463745891650575360","2"
"461619081544600448","2"
"467780245091043904","2"
"461817911962779456","2"
"462906085288759232","2"
"467668222416602112","2"
"460190161390796160","2"
"463699828516396032","2"
"462584596706707840","2"
"463391281159131072","2"
"461888097717862208","2"
"465501377875837248","2"
"465478534492488000","2"
"467800190435746688","2"
"462689685249280384","2"
"464448115869789440","2"
"467213432191850176","2"
"462575097912576384","2"
"464084220961123712","2"
"464100256628370816","2"
"465215122827820160","2"
"462991264963416000","2"
"462896386644430784","2"
"465849995090397696","2"
"462928946263019456","2"
"470238921999544192","2"
"465232111109586048","2"
"465239541344287872","2"
"464763317923299264","2"
"470558947278125056","2"
"469927106390294336","2"
"465575151904129344","2"
"463739116385803264","2"
"464524971977518336","2"
"461826851289866112","2"
"467227608125286656","2"
"464054522503785856","2"
"457462444491101824","2"
"462983475004231616","2"
"462605871028378112","2"
"465224473005177984","2"
"464553231158288128","2"
"459677377490238976","2"
"465181488397859968","2"
"473699224296212032","2"
"473114499684282880","2"
"473104094681412096","2"
"473108541704811008","2"
"473014078798911808","2"
"473024893069384000","2"
"473018514845817152","2"
"472680577594268736","2"
"472691352455060544","2"
"472686673109163072","2"
"472279053491772288","2"
"472275632479017856","2"
"470208836449774208","2"
"471959413074709120","2"
"471764013192703104","2"
"471601411646050240","2"
"471626835061151360","2"
"471630631174706816","2"
"471752672163802496","2"
"471773867623536640","2"
"470943662462281728","2"
"471608215350318720","2"
"471612642668877440","2"
"471618727173723776","2"
"471623470591809152","2"
"470937559892055360","2"
"470930837710394688","2"
"470934408782763328","2"
"470923688947045696","2"
"470578849375009664","2"
"470570187545852800","2"
"470565328725687168","2"
"470573044516993920","2"
"470557943386815360","2"
"470552815191669632","2"
"470562727896497024","2"
"470214592754526848","2"
"470219195294329472","2"
"470195015528844032","2"
"469333143813314368","2"
"469081988477785792","2"
"469432806635878848","2"
"469438478920333760","2"
"469442922055612864","2"
"469078422576993984","2"
"469075450551899840","2"
"469089040830863040","2"
"469085439991518912","2"
"468891886851222656","2"
"468894925658025088","2"
"463307323553278720","2"
"463081751124368256","2"
"460754734389539328","2"
"460760557962539520","2"
"456454242150723136","2"
"456460693132881472","2"
"470254592637314048","4"
"470406568757622400","4"
"470609071261309440","4"
"471825476958545152","4"
"471812783702795520","4"
"471819732896965888","4"
"470727045227603904","4"
"471455606635680512","4"
"471451084739760896","4"
"471463948231195968","4"
"471471616692224384","4"
"471005602196107520","4"
"470675829350941824","4"
"471112157978767936","4"
"471119726839411264","4"
"471116528439341632","4"
"471098215395045952","4"
"471107873367208512","4"
"471093382517692864","4"
"471087796505876928","4"
"471051638270399936","4"
"471082391620884928","4"
"470251148509750272","4"
"470360504731970496","4"
"470413914972026496","4"
"470643028312919488","4"
"470638468135587264","4"
"470649087060648960","4"
"470753537029384064","4"
"470730930285569984","4"
"470736515311724480","4"
"470747749057636224","4"
"470720779616503616","4"
"470618817862780032","4"
"470246472314547264","4"
"470392234362992256","4"
"470383543400199808","4"
"470368013159167616","4"
"470370755147658880","4"
"470375969049212544","4"
"470263018734003200","4"
"469996487230857600","4"
"470032147556042368","4"
"470027674355992192","4"
"470040843866572416","4"
"470021703286097536","4"
"470015275523606144","4"
"470044542026352256","4"
"470014832253343744","4"
"469267361825478144","4"
"463481462751867520","4"
"461694895491468992","4"
"461326592619255360","4"
"462753599036421888","4"
"461300728955344448","4"
"464967935722426688","4"
"454076725936025856","4"
"467492171461828800","4"
"473653695698772352","4"
"470356082108822528","4"
"471496497573316416","4"
"471472212870919872","4"
"471101612157531200","4"
"471096711679538240","4"
"471125416216851520","4"
"471116986605335616","4"
"471106208082916416","4"
"471113132929152064","4"
"471120644369773632","4"
"470383945589693888","4"
"470760308817473920","4"
"470634962099538048","4"
"470719548007549056","4"
"470676459113056384","4"
"470742749422498176","4"
"470692489675835520","4"
"470613074027422336","4"
"470650164144670848","4"
"470379801856417216","4"
"470366074850903040","4"
"470381154797596544","4"
"470414607853268864","4"
"470398948134072192","4"
"470323715015011520","4"
"470372508418940352","4"
"470353362515700288","4"
"470303619672534208","4"
"468938344129747904","4"
"470031808944411840","4"
"470020815770563136","4"
"469986028062900160","4"
"470021105627166464","4"
"470028918008002880","4"
"469969624658197376","4"
"469997438024495680","4"
"469971980285325888","4"
"467389021544894400","4"
"468910866468297664","4"
"468896890023959488","4"
"468901188023737280","4"
"469655514501854912","4"
"469602144717101184","4"
"469666227702383040","4"
"469652767265853440","4"
"469649604404121600","4"
"469639421200240640","4"
"469642369582043136","4"
"462787487842805376","4"
"463086939092437568","4"
"467831415456152448","4"
"463104100343106112","4"
"467453350272059456","4"
"462431262157815488","4"
"463080332312857152","4"
"468144588677037760","4"
"468170349068400960","4"
"467478366851039936","4"
"462806537784370816","4"
"462406125597474496","4"
"467438580156352576","4"
"467106903386041152","4"
"464949623869442880","4"
"467493296002171584","4"
"456967498142892096","4"
"468182840649431360","4"
"468944885028571904","4"
"470092067089765440","4"
"470256801517529728","4"
"470641124479566208","4"
"470647092315652480","4"
"470709420802327680","4"
"471849399037165440","4"
"470991204464770176","4"
"470999103782042752","4"
"470985532322921600","4"
"470982127038807168","4"
"470658878667306688","4"
"470651029031564992","4"
"470654896356013760","4"
"470686092431028992","4"
"470681810285720320","4"
"470431760005960576","4"
"470809779830260032","4"
"470804450803450176","4"
"470800044875841856","4"
"470728100255780736","4"
"470733612569942528","4"
"470728751778454016","4"
"470743151329012352","4"
"470794365414932800","4"
"470784424675645504","4"
"470779547836749888","4"
"470788859170658368","4"
"470767485437876288","4"
"470773735378655296","4"
"470712907711792256","4"
"470649897352921472","4"
"470752777926869760","4"
"470760647263257344","4"
"470756659889439488","4"
"470739035953425024","4"
"470703700384040064","4"
"470698975966151808","4"
"470621193801269632","4"
"470625661372563840","4"
"470630738619498880","4"
"470665872866023232","4"
"467359677719006592","4"
"470463185841780288","4"
"470481559774323328","4"
"470467001374963264","4"
"470475667939025536","4"
"470457969968903744","4"
"470447370186749504","4"
"470455230094341696","4"
"470451485491033664","4"
"456839390577426176","4"
"466573001912192320","4"
"460288975710484672","4"
"447585443343103040","4"
"445800577590589440","4"
"449589213560030016","4"
"450329179543124480","4"
"450169253766657280","4"
"449960445268940736","4"
"449571602306679616","4"
"465170713174661440","4"
"447262715469968768","4"
"458352038111032256","4"
"465945659402898880","4"
"470339607800816640","4"
"470348495338054656","4"
"471462455605100160","4"
"470708229628080064","4"
"470704926940835776","4"
"470715283252031424","4"
"471458410807066240","4"
"471410475396410688","4"
"471447205568740992","4"
"471407272453909824","4"
"471413295155686720","4"
"471439161577340544","4"
"471110955815729984","4"
"471092186226192000","4"
"471083719176318592","4"
"471088620216348288","4"
"470740357606649792","4"
"470333391395965120","4"
"470698506358992832","4"
"470729526164697024","4"
"470723739040198592","4"
"470702225628704704","4"
"470688670204159808","4"
"470368610347623424","4"
"470374206773896192","4"
"470362341054325760","4"
"470355040931128320","4"
"470358827896906752","4"
"470324047103259200","4"
"469603798577660800","4"
"469981260378261248","4"
"469987449084608512","4"
"470019756519098368","4"
"470005860359503872","4"
"470009786374848512","4"
"469991947899273216","4"
"470002877710237696","4"
"470015119921547264","4"
"469997310417600512","4"
"469983300543008384","4"
"469972150442247936","4"
"469969008619144960","4"
"469614916294646784","4"
"469283855440026112","4"
"467788425546134464","4"
"467797420642104256","4"
"469280883414931968","4"
"469625633571856960","4"
"469629894749839936","4"
"469295504070810112","4"
"467447271368829248","4"
"461680781167566976","4"
"466042209621990080","4"
"460222303748663616","4"
"450072926121516672","4"
"454766312726633536","4"
"449359693067371008","4"
"451528491509374336","4"
"467485373227477312","4"
"454396255789648448","4"
"464577881343775168","4"
"465293733515863360","4"
"447896198880830592","4"
"469960279045153216","4"
"470640334965814976","4"
"471836846586293056","4"
"471831754705431360","4"
"470978602187821760","4"
"471430985164649344","4"
"471447765141866432","4"
"471355217566116800","4"
"471350680964967360","4"
"470944593696764352","4"
"471427704849742528","4"
"471379095659783680","4"
"471424608060881600","4"
"471393383543140288","4"
"471385636508463040","4"
"471388942433710016","4"
"471338479369675648","4"
"471372979773154816","4"
"470985466934547968","4"
"471042476429877632","4"
"471033913397551488","4"
"471039233276584320","4"
"470678586908626112","4"
"470954137298645440","4"
"470885847402912512","4"
"470881944892447488","4"
"470939295938282944","4"
"470889472023960320","4"
"470891201044114688","4"
"470896351192247552","4"
"470899271073754368","4"
"470909376586542336","4"
"470905117728009472","4"
"470673540766649536","4"
"469919570737712704","4"
"469913961900494400","4"
"469964984743862720","4"
"469968853334991296","4"
"469972100850360768","4"
"470343442801915264","4"
"470339096265651584","4"
"470329220575556992","4"
"470334021833094528","4"
"470348277840377216","4"
"470352697839875456","4"
"469590911406834880","4"
"469601646509819072","4"
"469597074227725504","4"
"461971272537651584","4"
"455438780964680640","4"
"457836256814640000","4"
"462724664129473856","4"
"457214878110905344","4"
"462262786425669696","4"
"454747027551063232","4"
"460860654251032576","4"
"447787251573540736","4"
"468823651991909632","4"
"460837186137286016","4"
"452163463549387584","4"
"464167764555481472","4"
"461223808225585152","4"
"463106960089155648","4"
"448268849556644032","4"
"463773499248888320","4"
"457680642651547584","4"
